InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsPromotion,Sex,Region
410275,46915.0,Another,16,09/09/2023 23:51,30.63,29859,United Kingdom,Yes,Male,North
840426,17802.0,End,8,04/02/2024 19:56,2.01,50800,Germany,No,Female,West
117143,23848.0,Appear,14,08/04/2023 11:29,14.27,8353,Canada,No,Male,West
557177,43126.0,Before,1,10/10/2023 01:02,49.56,69692,United States,No,Male,East
176005,76495.0,World,9,05/07/2023 05:58,18.16,24099,Germany,No,Male,East
514545,47162.0,Record,7,21/09/2023 01:59,35.62,12632,United Kingdom,Yes,Male,South
99195,23852.0,Arm,4,02/06/2023 02:23,34.54,7316,Australia,No,Female,West
64551,89098.0,True,18,04/07/2023 09:35,45.98,97167,United States,Yes,Male,North
315732,26150.0,Sometimes,5,18/04/2023 12:45,37.41,20803,Germany,No,Male,South
547068,74146.0,Significant,16,20/04/2023 16:39,5.79,1788,Canada,No,Female,East
568342,92508.0,Teach,18,22/04/2023 10:17,9.18,94227,United Kingdom,Yes,Male,South
614040,86286.0,Argue,5,06/07/2023 02:52,0.74,40608,United States,Yes,Female,East
2978,71080.0,Room,15,18/10/2023 03:00,3.46,38685,Germany,No,Female,West
51792,96121.0,Leave,19,06/10/2023 08:29,47.73,81727,Germany,No,Female,West
84923,12678.0,Scientist,20,10/10/2023 13:25,6.63,45115,Canada,No,Female,East
791668,62513.0,Few,5,12/07/2023 19:44,5.65,39516,Canada,No,Male,North
996613,35388.0,Management,3,09/03/2024 23:57,3.75,27742,Canada,No,Female,East
165578,93546.0,Along,14,09/11/2023 07:40,1.38,56218,Australia,Yes,Female,North
52112,78651.0,National,14,19/04/2023 10:54,28.33,65959,Canada,No,Male,South
609127,28379.0,Through,14,30/08/2023 09:31,17.72,86550,France,No,Male,North
862901,99489.0,Recent,14,16/07/2023 23:29,39.53,25730,France,No,Female,North
969686,33210.0,Food,18,25/11/2023 17:51,44.97,85112,Germany,Yes,Male,North
981410,71826.0,Yard,13,29/04/2023 02:33,25.27,62842,United Kingdom,No,Female,West
727940,49746.0,Behavior,3,02/11/2023 12:37,9.78,61671,United Kingdom,No,Female,North
190277,51966.0,Ready,12,10/07/2023 06:28,1.81,59043,Germany,Yes,Male,South
936106,62765.0,Show,9,10/11/2023 13:51,36.31,4710,Australia,Yes,Female,West
652377,84295.0,Mention,7,21/12/2023 18:07,4.57,17736,Australia,No,Female,West
497348,72999.0,Reality,19,02/05/2023 22:08,21.59,76715,Australia,No,Female,South
490974,39661.0,Feeling,12,29/04/2023 06:14,48.37,39765,Canada,Yes,Male,West
434513,21397.0,Kitchen,17,16/11/2023 09:55,35.3,53046,Australia,No,Male,South
6125,88430.0,Here,1,18/05/2023 18:01,25.63,75708,Germany,Yes,Male,South
337217,91200.0,Just,1,26/03/2023 12:59,5.06,49246,Australia,Yes,Female,West
648068,52845.0,Place,6,06/08/2023 18:17,7.43,52322,Canada,No,Male,East
842883,51376.0,Week,19,26/01/2024 19:28,31.15,97069,United States,No,Female,North
779251,80836.0,Notice,7,08/02/2024 02:34,5.78,19941,United States,Yes,Female,South
730911,34928.0,Clearly,18,05/04/2023 21:06,16.28,969,United Kingdom,Yes,Female,North
41629,76174.0,Could,17,14/07/2023 16:15,22.02,64740,Germany,Yes,Female,North
31100,93249.0,Anything,18,21/06/2023 11:28,43.66,53833,Canada,Yes,Male,North
308931,84011.0,Position,1,17/02/2024 22:16,22.81,75552,Canada,No,Female,North
437504,88410.0,Five,16,13/04/2023 01:56,25.93,31635,France,No,Male,West
165053,47717.0,Actually,2,26/07/2023 05:13,28.83,53308,United States,No,Male,East
765436,63565.0,Research,11,16/11/2023 08:02,15.69,98896,France,No,Male,South
720683,77027.0,International,3,16/05/2023 13:49,10.06,21763,France,No,Female,North
218679,78830.0,These,5,25/07/2023 14:34,17.05,30074,Canada,Yes,Male,North
356407,34750.0,Including,17,03/10/2023 20:56,5.54,15536,United States,Yes,Male,West
728316,81571.0,Grow,19,13/03/2024 18:04,46.08,60830,United States,Yes,Male,South
196631,46991.0,Movie,8,28/05/2023 04:39,36.92,12466,Canada,Yes,Male,North
784794,87037.0,Director,17,17/12/2023 23:27,9.48,54242,United Kingdom,No,Male,East
604803,97305.0,She,2,23/11/2023 18:59,41.01,68363,Germany,No,Male,North
987695,61319.0,Treatment,4,09/01/2024 03:44,30.77,37300,Australia,No,Female,North
552898,41621.0,Method,12,22/07/2023 03:50,46.09,44085,United Kingdom,No,Female,West
303789,18562.0,Ground,6,01/05/2023 11:16,37.16,49739,Canada,Yes,Female,North
281118,53566.0,He,13,09/05/2023 13:05,3.85,65595,Canada,No,Female,South
987713,40013.0,Similar,18,25/12/2023 05:17,1.02,11996,Australia,Yes,Male,South
801171,30541.0,Language,20,08/02/2024 07:20,31.53,66005,United Kingdom,Yes,Male,North
59467,45223.0,Record,4,20/02/2024 11:28,6.35,16248,United States,No,Male,West
788414,89191.0,Carry,10,09/12/2023 07:38,24.62,99091,United Kingdom,No,Male,East
7282,52907.0,Purpose,4,12/07/2023 16:00,42.68,44562,United States,Yes,Female,West
66168,21489.0,Thus,11,14/03/2024 17:14,28.67,21390,United States,No,Female,West
827347,13126.0,Morning,1,10/07/2023 09:30,9.57,13192,France,Yes,Male,West
267389,47060.0,Ask,5,16/12/2023 09:52,44.9,21630,Australia,Yes,Female,North
946755,62674.0,Late,6,20/04/2023 00:24,24.38,72739,France,Yes,Male,North
368521,31556.0,Sense,2,21/11/2023 05:52,43.63,16786,France,No,Female,South
710046,12657.0,Worry,11,17/07/2023 01:19,3.53,21215,Germany,Yes,Female,South
871074,27839.0,Quality,3,17/11/2023 06:28,20.93,18388,France,No,Female,East
684944,70757.0,Big,1,03/07/2023 13:36,20.76,10779,United States,No,Female,East
879801,48937.0,Analysis,7,12/03/2024 05:30,40.53,24919,Germany,Yes,Male,West
216033,68501.0,Sport,10,01/03/2024 11:50,43.42,88550,United Kingdom,Yes,Male,North
589778,82489.0,Set,8,18/12/2023 21:27,3.78,2598,Canada,Yes,Male,North
78683,66589.0,Any,8,02/02/2024 18:31,23.68,84199,United Kingdom,No,Male,East
766392,67239.0,Yes,1,23/05/2023 06:28,4.47,16663,Canada,Yes,Male,West
187571,69843.0,Behind,14,28/06/2023 18:28,28.05,34158,Canada,No,Male,South
637211,61455.0,Sit,12,24/06/2023 07:16,3.44,43023,Germany,No,Male,West
452562,54292.0,Nice,4,05/04/2023 09:03,12.82,36355,France,No,Female,North
470629,16984.0,Close,16,24/04/2023 08:07,35.85,84129,France,No,Male,South
490004,27837.0,Tend,20,17/04/2023 09:40,16.44,20449,United States,Yes,Female,North
603578,85348.0,Beyond,14,06/03/2024 16:42,40.59,22319,France,No,Female,South
889727,15888.0,Lawyer,11,06/11/2023 20:19,38.13,38148,Germany,No,Male,North
5862,65435.0,Interview,7,22/04/2023 08:22,24.6,60452,Australia,Yes,Female,West
186177,71700.0,State,8,27/03/2023 02:13,18.25,13547,United Kingdom,No,Female,South
256556,53181.0,International,16,14/08/2023 19:32,33.79,36107,France,Yes,Female,West
532970,26818.0,Enough,10,09/03/2024 01:30,40.65,84184,Canada,Yes,Male,South
52671,16538.0,Democrat,18,26/08/2023 18:39,3.63,36748,Australia,No,Male,West
257029,32739.0,Its,2,27/10/2023 01:49,21.71,48375,United Kingdom,No,Female,North
722552,89685.0,Way,16,13/06/2023 04:28,0.74,29688,United Kingdom,No,Male,East
632838,69367.0,Language,20,27/05/2023 18:38,34.59,71158,Australia,No,Male,East
369428,98145.0,Learn,14,25/09/2023 07:26,10.22,90922,Germany,No,Female,South
926217,49339.0,Stay,8,16/12/2023 20:12,49.55,46510,Germany,No,Female,South
751345,99272.0,Reason,17,10/04/2023 14:56,14.82,79416,United Kingdom,Yes,Male,North
464499,67311.0,Country,7,13/12/2023 05:16,5.75,9308,Australia,Yes,Female,West
928556,90865.0,Attorney,13,29/06/2023 00:51,35.65,79029,United States,Yes,Female,South
71580,63696.0,Fish,10,10/04/2023 06:18,23.48,140,United Kingdom,Yes,Male,South
868968,62959.0,Economic,4,16/01/2024 13:52,39.44,67253,Germany,Yes,Female,South
246630,19755.0,Which,1,28/04/2023 18:28,28.7,6626,Australia,No,Female,North
287695,52299.0,Side,16,23/11/2023 23:32,7.16,35589,United Kingdom,No,Male,East
899910,23212.0,Feeling,4,18/06/2023 19:10,36.77,81357,United States,Yes,Female,West
312055,75330.0,Reflect,13,17/01/2024 18:55,36.76,35167,France,No,Female,West
627804,18046.0,Between,2,05/11/2023 17:21,49.62,29218,United Kingdom,No,Male,West
47136,18355.0,Ask,17,18/07/2023 23:32,6.19,55143,Germany,No,Male,West
273455,82303.0,Argue,17,25/03/2023 20:03,14.18,33922,Australia,No,Male,East
446175,50077.0,Race,15,19/03/2024 03:13,34.84,64899,Germany,No,Male,East
166959,13751.0,Alone,4,09/09/2023 08:56,41.71,92900,France,No,Female,West
714267,72863.0,Three,4,07/12/2023 11:24,25.24,87283,United Kingdom,Yes,Male,North
451391,94670.0,Network,1,02/09/2023 08:21,49.35,75600,Germany,No,Female,North
47263,96844.0,Son,14,23/11/2023 05:50,31.66,53639,Australia,Yes,Male,North
198853,38215.0,Second,6,06/07/2023 23:10,26.36,56199,United Kingdom,No,Male,North
673928,57148.0,Effect,11,09/01/2024 13:45,33.3,44756,Australia,Yes,Female,West
88656,41881.0,Left,3,11/03/2024 09:44,24.46,64607,United Kingdom,Yes,Female,East
674894,68696.0,Role,10,13/02/2024 18:27,8.01,19119,Canada,No,Female,North
525897,78785.0,Similar,15,27/01/2024 20:37,37.44,98958,United States,Yes,Female,East
41608,56338.0,Whole,10,09/07/2023 15:29,2.4,71339,United States,Yes,Male,East
229830,80126.0,Who,5,15/05/2023 08:22,47.0,81756,Australia,No,Male,East
822861,39873.0,Off,15,30/10/2023 12:42,5.48,68589,United Kingdom,Yes,Male,East
963224,88309.0,Relate,11,07/03/2024 08:49,33.27,65782,Germany,Yes,Male,East
922353,34823.0,Surface,1,25/01/2024 03:15,30.53,76140,Canada,Yes,Male,North
178548,13210.0,Strong,9,23/08/2023 08:56,3.55,29292,Germany,Yes,Male,West
731422,79205.0,Partner,12,03/11/2023 19:57,31.5,5231,Canada,Yes,Female,North
541144,43932.0,At,6,04/05/2023 07:56,17.05,28807,Canada,Yes,Female,North
548384,35039.0,Realize,20,19/05/2023 23:23,3.36,10048,United Kingdom,No,Female,North
158222,70294.0,Single,4,29/04/2023 02:33,3.95,80118,United States,No,Male,North
536140,23858.0,Contain,14,05/08/2023 10:38,43.03,58622,United Kingdom,No,Male,North
270671,65740.0,Character,19,04/10/2023 15:54,26.2,72314,France,No,Male,North
164158,55114.0,Cold,3,24/08/2023 19:44,46.13,27108,United Kingdom,No,Male,North
876826,48546.0,Heavy,16,09/12/2023 23:22,8.33,80319,Canada,No,Female,West
294803,96548.0,Page,16,21/02/2024 11:35,15.62,84840,United States,No,Female,West
76757,82829.0,Know,12,02/11/2023 16:01,17.67,5250,France,Yes,Male,East
757071,53913.0,Key,4,17/05/2023 11:49,35.44,23536,United States,No,Male,West
929806,79380.0,Nearly,12,12/02/2024 00:52,36.95,63473,Australia,Yes,Female,North
3750,81644.0,Continue,8,03/05/2023 09:59,26.65,62651,France,No,Male,South
659442,28933.0,Within,17,02/11/2023 00:54,27.08,85192,Canada,No,Female,South
668444,63509.0,Run,4,24/04/2023 06:30,16.23,97753,France,No,Female,East
784003,47988.0,Small,3,15/04/2023 22:50,48.3,39325,Germany,Yes,Male,East
207427,59854.0,Oil,2,04/02/2024 08:05,39.12,66192,Canada,No,Male,North
188494,91963.0,Score,15,16/07/2023 22:17,39.92,34059,Canada,Yes,Male,North
364705,58750.0,Find,14,23/02/2024 21:59,43.34,38533,Germany,Yes,Male,West
647588,62986.0,Sell,11,17/03/2024 08:52,6.94,87350,Germany,No,Female,East
856789,62134.0,Customer,8,19/12/2023 19:09,26.47,16795,Germany,No,Female,North
821426,79263.0,Wide,8,18/05/2023 19:59,43.55,62011,United States,No,Male,North
251146,52415.0,Hand,8,05/11/2023 13:10,8.89,21036,Canada,No,Female,South
686249,17470.0,Eight,13,26/04/2023 11:40,15.54,17901,Germany,No,Male,North
885930,,Soon,20,08/10/2023 13:50,45.91,31715,Germany,No,Female,East
36325,29291.0,Plan,4,01/02/2024 19:08,28.1,57623,Germany,Yes,Male,West
534262,33305.0,Free,11,09/07/2023 23:30,6.43,57099,Australia,No,Male,East
627675,52390.0,Behind,7,16/03/2024 23:39,46.61,8347,France,No,Female,East
819981,50555.0,Address,8,17/11/2023 14:58,42.14,9128,United Kingdom,No,Male,East
871993,65769.0,Sometimes,16,19/04/2023 20:51,3.58,73216,France,Yes,Male,East
821491,63884.0,Through,15,30/03/2023 06:10,17.97,67943,Germany,No,Female,West
920831,37805.0,Green,17,30/04/2023 13:37,30.34,87893,Canada,Yes,Male,West
968236,59590.0,Executive,17,25/08/2023 13:42,34.19,51111,Australia,No,Male,South
179921,82507.0,Organization,14,12/08/2023 17:12,7.82,30022,France,No,Female,North
117808,17378.0,Often,9,31/08/2023 10:10,28.87,42628,Canada,Yes,Female,West
278980,17282.0,Several,4,20/02/2024 15:24,13.59,31258,Australia,No,Male,North
709951,26030.0,Partner,12,12/01/2024 04:04,32.47,28039,United States,No,Female,East
624307,88978.0,Police,19,18/10/2023 06:19,19.82,94184,France,No,Male,North
976177,15680.0,Race,5,20/04/2023 17:46,30.15,1608,France,No,Female,South
294661,10772.0,Body,8,23/09/2023 16:11,37.66,43026,Canada,No,Male,West
236452,15705.0,Step,1,05/01/2024 03:24,1.54,28988,Australia,Yes,Female,West
171517,42159.0,Customer,13,11/06/2023 21:03,21.22,54159,United Kingdom,Yes,Male,East
573158,98263.0,Than,13,28/07/2023 03:54,9.9,55445,France,No,Female,West
335484,92452.0,Person,19,06/03/2024 02:11,4.9,217,United Kingdom,No,Male,East
508776,90964.0,Never,11,10/09/2023 03:05,47.87,58833,France,No,Female,West
691548,20612.0,Although,16,02/04/2023 00:53,5.43,76858,France,No,Male,North
872448,53976.0,Realize,16,07/05/2023 01:17,11.57,5902,Germany,No,Female,West
217378,87957.0,Lot,12,04/01/2024 16:08,3.6,47304,United States,Yes,Male,North
244782,27700.0,Form,1,08/03/2024 09:49,14.46,69462,United Kingdom,Yes,Male,West
814382,45843.0,Perhaps,5,05/09/2023 11:49,11.16,57878,United Kingdom,No,Female,North
609410,94340.0,Trouble,12,15/10/2023 15:36,4.48,66477,Canada,No,Female,East
645341,88257.0,Join,3,20/07/2023 04:13,38.25,46761,United Kingdom,Yes,Male,East
399248,82909.0,Though,1,27/02/2024 22:44,2.5,4762,Canada,No,Male,West
82801,40280.0,Three,7,10/03/2024 19:13,23.16,33661,United States,No,Male,North
796014,49893.0,Be,7,05/02/2024 09:14,15.71,86908,France,Yes,Female,South
795946,23247.0,Specific,19,26/02/2024 16:35,12.29,74077,Canada,No,Female,West
675148,42406.0,Social,15,07/04/2023 08:59,9.92,83512,United States,Yes,Female,West
314378,74622.0,Democratic,16,10/06/2023 18:38,42.18,36242,Canada,No,Male,North
777256,35859.0,Cell,12,05/05/2023 11:29,31.2,80066,United States,No,Male,West
890403,68246.0,We,13,20/02/2024 19:56,17.26,73231,France,Yes,Female,West
793828,69311.0,Bring,1,11/06/2023 22:13,21.77,70254,Australia,No,Female,East
845123,78023.0,Democratic,5,02/06/2023 11:27,5.86,25722,Australia,No,Female,West
749411,22410.0,Call,12,26/10/2023 21:02,46.74,34498,Canada,No,Male,North
422005,17871.0,About,12,22/12/2023 04:35,13.84,8390,Australia,Yes,Male,North
242216,20837.0,Agree,14,20/11/2023 18:25,5.39,83750,Australia,Yes,Male,North
276441,88274.0,Allow,6,28/11/2023 06:11,43.97,7151,France,Yes,Male,East
46866,87654.0,Watch,17,12/05/2023 15:09,38.58,45754,Australia,Yes,Female,South
315185,33162.0,Yourself,13,13/12/2023 11:09,33.78,18220,United Kingdom,Yes,Female,East
940580,26888.0,But,17,09/11/2023 02:10,30.88,51956,Australia,Yes,Female,West
213478,26461.0,May,18,12/09/2023 11:16,24.08,46472,Germany,No,Male,North
682075,51576.0,Attorney,15,15/01/2024 19:28,43.04,53647,United Kingdom,Yes,Male,East
182270,11060.0,Performance,15,23/09/2023 08:57,0.72,5552,United Kingdom,No,Male,South
347908,70481.0,So,7,17/01/2024 10:29,20.44,40717,United Kingdom,No,Female,South
606662,23814.0,Movement,18,27/04/2023 18:47,0.72,65354,Germany,Yes,Female,West
777268,13547.0,Message,17,07/10/2023 01:18,47.1,95273,Germany,Yes,Female,West
23320,25332.0,Today,13,27/02/2024 09:45,29.78,58176,France,No,Female,South
726847,58172.0,Also,16,25/08/2023 16:24,7.1,65829,United States,Yes,Female,East
28196,66018.0,Base,17,03/04/2023 14:01,27.18,79252,United Kingdom,Yes,Male,West
82393,63788.0,Hit,4,29/07/2023 15:24,22.42,27406,France,No,Male,South
976813,63252.0,Sport,15,07/05/2023 11:18,30.92,70566,Australia,Yes,Female,North
312617,55257.0,Treat,4,09/07/2023 01:29,8.04,51236,Australia,No,Female,West
632149,13058.0,Cause,2,24/08/2023 16:01,2.1,31847,Canada,No,Female,West
852888,,Data,17,23/07/2023 23:34,34.67,23373,Canada,Yes,Female,East
99613,95414.0,Protect,7,19/03/2024 19:43,1.24,28457,Germany,No,Female,West
869299,25837.0,Help,15,16/06/2023 23:00,19.12,45143,Canada,No,Female,South
663334,39277.0,Admit,8,18/04/2023 07:14,19.04,21117,United States,Yes,Female,East
59442,21477.0,Degree,2,14/11/2023 06:55,12.71,96563,France,Yes,Male,West
38229,99210.0,Mind,4,11/07/2023 04:02,0.68,67161,Germany,Yes,Male,East
486387,91837.0,Yard,4,18/02/2024 08:18,17.0,80001,United Kingdom,Yes,Male,North
920927,99652.0,Occur,18,12/10/2023 21:56,12.11,24853,Australia,Yes,Female,West
783156,96555.0,According,13,08/03/2024 12:00,3.42,95940,Australia,No,Female,South
719173,28922.0,Many,19,09/08/2023 21:18,26.58,11385,Canada,No,Female,West
239611,90872.0,Yes,15,02/02/2024 07:41,19.37,95047,United Kingdom,Yes,Female,North
525559,58296.0,Large,7,14/05/2023 13:39,48.03,77167,United States,Yes,Female,North
319350,19144.0,Likely,14,17/12/2023 23:42,39.7,13506,United Kingdom,Yes,Male,West
556129,96593.0,Education,8,06/01/2024 10:43,43.6,71170,Canada,Yes,Male,West
801045,65007.0,Short,4,18/02/2024 10:37,36.64,21799,Germany,No,Female,West
365791,89981.0,Contain,17,13/05/2023 20:57,31.37,36741,Canada,No,Female,East
863581,66026.0,Report,11,30/10/2023 03:48,24.57,10011,Canada,No,Male,West
389192,97732.0,Also,13,05/01/2024 02:36,17.41,76026,Australia,No,Male,East
230823,24545.0,Another,1,27/09/2023 22:47,2.95,739,Canada,No,Female,East
762536,89616.0,Including,17,23/08/2023 22:28,24.56,95653,Australia,Yes,Female,West
26844,35221.0,Simply,8,27/03/2023 13:04,28.41,91054,Canada,No,Male,East
538881,20909.0,New,7,09/11/2023 03:36,29.49,65223,Australia,Yes,Female,North
776761,89345.0,Protect,17,02/01/2024 01:48,28.2,18642,United States,Yes,Male,West
292960,27001.0,Building,19,11/08/2023 12:01,48.69,66714,United States,Yes,Female,North
127691,14411.0,Language,16,09/02/2024 05:33,31.88,21255,Australia,Yes,Male,West
550648,70573.0,Expect,10,28/03/2023 03:37,28.96,10268,France,Yes,Male,North
443420,92634.0,Series,3,06/12/2023 20:10,27.06,75150,Canada,No,Male,East
123312,52202.0,Up,18,05/05/2023 23:59,31.01,90749,United Kingdom,No,Male,North
566992,45113.0,Add,6,22/04/2023 13:31,37.18,17953,France,Yes,Female,South
202505,40682.0,Type,3,28/06/2023 17:38,9.33,7815,Canada,No,Female,North
744830,96963.0,Particularly,7,26/01/2024 00:43,35.09,24020,Australia,Yes,Male,South
508849,50933.0,He,16,21/09/2023 11:06,31.71,39217,Germany,No,Female,West
173689,63851.0,Model,7,19/05/2023 17:48,4.76,39836,United Kingdom,No,Female,West
406080,19851.0,Administration,2,20/08/2023 00:21,6.03,5324,United States,Yes,Male,North
469128,31738.0,Course,5,10/06/2023 13:53,17.76,1547,United Kingdom,No,Male,North
73908,40171.0,Election,11,10/10/2023 09:44,28.55,20950,Germany,Yes,Male,South
345404,62782.0,Hot,6,23/04/2023 22:15,27.53,82522,Canada,No,Male,North
536676,66998.0,Interesting,3,12/01/2024 12:51,15.59,57317,France,Yes,Female,North
670550,72774.0,Evening,5,31/05/2023 22:32,27.9,91697,United States,Yes,Male,South
966576,40652.0,Response,8,27/11/2023 09:24,8.31,10671,Germany,No,Female,North
72934,53975.0,Member,16,17/06/2023 15:27,11.65,10372,United States,No,Female,East
490932,46381.0,Fire,14,28/04/2023 12:10,2.93,68965,Canada,Yes,Female,North
175965,73022.0,Different,8,25/09/2023 07:06,20.23,48703,United Kingdom,Yes,Male,East
860155,53233.0,Realize,11,20/03/2024 19:34,17.57,20982,United Kingdom,No,Female,North
605353,60171.0,Skill,2,18/08/2023 02:35,38.21,27368,Australia,Yes,Female,East
761334,90391.0,Me,16,22/07/2023 05:58,35.53,85128,United Kingdom,Yes,Male,West
292127,41498.0,Baby,8,06/03/2024 09:49,40.86,72072,France,Yes,Female,North
787109,18732.0,Fear,4,01/05/2023 10:06,10.55,81713,Germany,Yes,Male,South
804459,11857.0,Seat,5,15/10/2023 14:43,46.17,95595,Australia,No,Female,South
295527,94756.0,Argue,16,15/09/2023 04:28,2.64,18188,France,Yes,Female,South
311962,97523.0,Meeting,4,26/04/2023 20:20,23.73,24398,Germany,No,Male,West
343621,29920.0,Network,2,31/12/2023 18:15,1.66,77184,Canada,No,Male,East
546223,39709.0,Involve,17,25/03/2023 20:07,23.3,17775,Canada,No,Male,North
442164,51079.0,Serve,14,01/09/2023 15:05,46.95,80421,United Kingdom,No,Female,East
888313,78471.0,Job,17,01/10/2023 18:21,25.28,45877,Canada,Yes,Male,South
752990,70799.0,Result,16,18/03/2024 23:30,7.61,44073,United States,Yes,Female,South
165506,76237.0,Lead,10,24/04/2023 19:21,16.92,55934,Germany,No,Male,East
40627,41523.0,Figure,16,19/02/2024 08:38,43.96,90360,United Kingdom,Yes,Female,West
684493,76955.0,Kid,20,10/03/2024 08:57,14.71,87314,Canada,Yes,Female,East
141130,,Everybody,12,10/11/2023 20:04,25.54,62442,Germany,Yes,Female,North
357869,83209.0,Gas,11,01/08/2023 07:18,25.61,89638,United Kingdom,No,Female,North
840165,81102.0,Grow,17,22/01/2024 01:42,40.02,64044,Canada,Yes,Male,South
719820,67860.0,Now,19,17/01/2024 07:03,17.65,3723,France,Yes,Female,West
207814,32511.0,Section,16,03/10/2023 10:36,48.18,338,Germany,No,Male,West
174710,54875.0,That,19,14/11/2023 07:40,30.29,9672,France,Yes,Male,West
184494,37984.0,Own,6,05/08/2023 16:15,26.68,28382,Germany,Yes,Male,West
645482,65353.0,Position,8,15/12/2023 07:43,13.0,15043,Canada,No,Male,East
350048,38034.0,Beautiful,4,22/09/2023 19:45,12.92,71243,Canada,No,Male,West
658320,20912.0,It,7,15/09/2023 10:17,32.93,87930,Germany,No,Female,West
524722,69022.0,Ask,20,05/06/2023 16:54,14.12,47384,Germany,No,Female,West
109680,91821.0,Summer,8,29/07/2023 20:34,40.39,31747,Canada,No,Female,South
23174,82033.0,Learn,5,01/03/2024 09:30,29.78,20694,Australia,No,Female,West
193921,72068.0,Wait,11,09/10/2023 09:41,4.29,57763,France,No,Male,West
252310,59018.0,Everyone,8,12/11/2023 14:43,40.16,15475,Australia,Yes,Male,West
896177,60117.0,Claim,16,24/01/2024 09:34,12.99,82032,United Kingdom,No,Female,North
394951,18851.0,Service,13,03/02/2024 16:31,20.01,19753,France,Yes,Female,West
741410,23691.0,Within,15,26/08/2023 13:00,44.38,28726,Australia,No,Male,South
588758,23436.0,Feeling,17,16/03/2024 18:45,23.75,53635,France,Yes,Male,North
918337,59466.0,Theory,12,14/02/2024 23:19,33.93,96199,Australia,Yes,Male,North
772019,24552.0,Evening,3,05/08/2023 05:22,40.78,68450,United States,No,Female,West
395287,65823.0,Response,19,16/02/2024 10:04,41.9,98299,United States,No,Male,West
97956,38209.0,Country,4,23/02/2024 12:09,40.42,2233,France,No,Male,North
919446,72762.0,Show,15,14/02/2024 22:13,4.49,31648,Canada,No,Female,West
648148,96473.0,Firm,16,08/03/2024 19:15,27.66,42247,Canada,Yes,Female,South
600537,15876.0,Trouble,13,24/10/2023 18:43,22.17,67475,United Kingdom,No,Female,West
176550,39423.0,Boy,2,09/04/2023 14:21,16.93,40454,Germany,Yes,Male,West
689470,32442.0,Growth,8,14/04/2023 21:29,31.47,11090,France,Yes,Male,West
562725,72956.0,Interesting,3,21/08/2023 00:55,41.86,54244,United States,No,Male,North
312771,54337.0,Issue,18,03/08/2023 10:56,38.54,36204,Canada,No,Male,East
989990,86982.0,Hear,20,11/01/2024 15:16,40.24,29755,United Kingdom,Yes,Female,North
706607,26152.0,Skin,10,09/01/2024 15:15,3.25,98489,Australia,No,Female,West
928592,99186.0,Final,5,20/08/2023 09:12,13.56,67473,Canada,Yes,Male,West
770850,68305.0,Wait,6,26/04/2023 06:47,30.42,50527,Canada,No,Female,North
357708,53959.0,Return,10,23/02/2024 07:43,30.68,83791,Germany,Yes,Male,East
597170,60035.0,Because,17,16/07/2023 05:46,5.69,62728,Australia,Yes,Female,East
647483,77682.0,Theory,17,18/10/2023 16:25,26.29,37357,United States,No,Female,East
479066,45325.0,Before,19,20/04/2023 16:53,3.03,58334,France,No,Female,North
243014,32959.0,Business,17,31/05/2023 18:46,17.94,99426,France,No,Male,East
88776,11702.0,Recognize,8,07/01/2024 10:57,16.75,61057,Australia,Yes,Male,South
399662,33694.0,Dinner,9,03/11/2023 20:04,40.21,46060,France,Yes,Female,East
800693,79650.0,College,13,23/09/2023 19:51,11.59,73367,United Kingdom,Yes,Female,North
436401,17272.0,Baby,17,07/05/2023 05:41,8.81,99697,France,Yes,Male,West
390304,80109.0,Natural,12,12/04/2023 23:49,1.72,14443,Australia,No,Male,West
666733,60420.0,Bad,17,07/04/2023 11:27,42.99,62522,United States,Yes,Male,West
315683,77140.0,Sense,12,18/06/2023 06:12,42.06,73293,United States,Yes,Female,East
354429,66051.0,Too,7,30/07/2023 23:58,21.88,67719,Germany,Yes,Male,North
450953,19070.0,Onto,10,28/01/2024 06:16,44.77,21190,Australia,No,Female,South
484239,23625.0,Fund,15,23/11/2023 22:18,6.8,7877,United States,Yes,Female,East
243045,71708.0,Practice,4,08/06/2023 22:09,31.91,41315,Germany,No,Female,East
630417,99401.0,Important,15,14/08/2023 15:06,29.11,47405,France,Yes,Male,South
808629,21420.0,Common,1,18/12/2023 07:28,20.94,98910,United States,Yes,Male,West
202306,82903.0,Later,9,20/10/2023 20:49,10.38,97739,United States,Yes,Female,South
763816,89196.0,There,12,15/05/2023 05:25,19.35,98747,France,No,Female,West
718225,24769.0,A,5,07/07/2023 18:43,27.03,55216,Australia,No,Male,West
643034,59271.0,Despite,1,30/03/2023 11:35,28.22,10362,United Kingdom,No,Male,South
265610,54770.0,Administration,18,06/02/2024 13:39,4.8,16990,France,Yes,Female,North
479640,69776.0,Center,6,05/05/2023 07:35,43.7,98701,Germany,Yes,Male,West
635654,79062.0,Walk,5,04/01/2024 18:14,27.18,52578,United States,No,Male,East
596316,44595.0,Community,12,04/07/2023 08:47,33.08,93998,France,Yes,Male,West
645026,19760.0,Before,15,23/04/2023 15:32,4.14,88905,United States,Yes,Male,South
866258,49821.0,Short,16,23/04/2023 14:23,15.37,74794,United Kingdom,No,Male,East
67290,75073.0,Couple,8,13/01/2024 17:03,23.4,33558,Australia,Yes,Male,West
